CustomerID,Cluster,AvgRecencyWeight
12346.0,0,0.16438310725621735
12347.0,3,0.44650907801543965
12348.0,3,0.213361529523963
12349.0,0,0.9048374180359595
12350.0,3,0.1796640309893994
12352.0,0,0.48743495226178163
12353.0,0,0.3237519063073229
12354.0,0,0.2771120523885023
12355.0,0,0.30625618134802807
12356.0,0,0.22155230734028203
12357.0,0,0.8371284313607636
12358.0,0,0.6408630230589061
12359.0,0,0.4446337737905015
12360.0,3,0.554982185143231
12361.0,2,0.2041523216738939
12362.0,3,0.6201580210598047
12363.0,0,0.34846027269457186
12364.0,3,0.7451718809732664
12365.0,0,0.19966564006790186
12367.0,3,0.9834714538216175
12370.0,4,0.2639531482868045
12371.0,4,0.7215170289063447
12372.0,3,0.35531515799087443
12373.0,2,0.17866866494966513
12374.0,4,0.8751733190429475
12375.0,2,0.7113596486231248
12377.0,3,0.15529735553539417
12378.0,3,0.4883774706661871
12379.0,2,0.5143451295630478
12380.0,2,0.6068668801933437
12381.0,3,0.6172239831639306
12383.0,3,0.18499633680905128
12384.0,3,0.6768604350573013
12386.0,0,0.13547508093967403
12388.0,4,0.43726814073617837
12390.0,3,0.6447524148071964
12391.0,3,0.8898817709880238
12393.0,2,0.38587826614510795
12394.0,3,0.3908595180914269
12395.0,3,0.4709121375495363
12397.0,3,0.6297953593518423
12398.0,3,0.7788007830714049
12399.0,3,0.33013486610243237
12401.0,0,0.18678860095433103
12402.0,2,0.1671457840666855
12403.0,3,0.7616849789527517
12405.0,3,0.4394540041764551
12406.0,3,0.6434431113189286
12407.0,0,0.42098679913864423
12408.0,3,0.46309170634574265
12409.0,0,0.48128095784303265
12410.0,0,0.1806649422295376
12412.0,3,0.48457136029116926
12413.0,2,0.3085740066303936
12414.0,3,0.24897270224146192
12415.0,3,0.409846246390556
12417.0,0,0.47985105450474447
12418.0,3,0.536750332785653
12420.0,0,0.7046880897187134
12421.0,0,0.4751935644508519
12422.0,2,0.3586145515861572
12423.0,3,0.3785282458921629
12424.0,4,0.4065696597405991
12425.0,2,0.6519562778750996
12426.0,0,0.34035102149752716
12427.0,3,0.561943926728483
12428.0,0,0.28681889859484627
12429.0,3,0.46971447220998014
12430.0,3,0.7918895663367816
12431.0,0,0.3825207805913218
12432.0,3,0.5068250461978605
12433.0,0,0.5835364310084724
12434.0,0,0.5023217485627051
12435.0,0,0.42420872442121627
12436.0,0,0.5769498103804866
12437.0,3,0.5634830982500281
12438.0,3,0.6961547134597388
12441.0,3,0.13089846490974433
12442.0,3,0.9889503892939223
12444.0,0,0.5580112859856583
12445.0,4,0.8898817709880238
12446.0,0,0.728573572511393
12447.0,0,0.2606844923563118
12448.0,0,0.7875023777759395
12449.0,3,0.6061346669064566
12450.0,0,0.3941218553865482
12451.0,3,0.47534796735970447
12452.0,3,0.914947228730031
12453.0,3,0.47764433671770806
12454.0,1,0.7367139751383992
12455.0,0,0.361302737717897
12456.0,0,0.5005326541795799
12457.0,3,0.47785879409643817
12458.0,3,0.442121453804107
12461.0,3,0.42994580544458877
12462.0,0,0.4415801166929734
12463.0,3,0.4361695178612504
12464.0,0,0.4900144590337139
12465.0,4,0.6263436286364724
12468.0,3,0.29698225368944864
12471.0,3,0.5274158597945211
12472.0,3,0.40156090505087944
12473.0,3,0.6262524818230004
12474.0,3,0.5253051261288927
12475.0,3,0.7449453310437427
12476.0,4,0.5694171852440703
12477.0,0,0.5230267550675307
12478.0,3,0.9834714538216175
12479.0,0,0.9459594689067654
12480.0,3,0.42698232881040427
12481.0,0,0.39122865226303827
12483.0,3,0.4903735949465227
12484.0,3,0.4652473395066945
12488.0,3,0.8211570175246381
12489.0,3,0.15549975683733525
12490.0,2,0.5672097168504527
12491.0,3,0.8096840969833765
12492.0,3,0.6422524410846486
12493.0,2,0.36534453845123804
12494.0,3,0.4809538394268812
12497.0,3,0.6376281516217733
12498.0,2,0.8008630265561656
12500.0,4,0.5252333530981782
12501.0,3,0.1546382645492548
12502.0,0,0.3769474465403285
12504.0,0,0.8707577529077528
12506.0,0,0.275576809498595
12507.0,0,0.3057574479661334
12508.0,4,0.8594837037189192
12509.0,2,0.20758337304106758
12510.0,3,0.20033530753194098
12512.0,3,0.6969015606581122
12513.0,2,0.536750332785653
12514.0,3,0.22814411239849924
12515.0,0,0.1414858516049621
12516.0,2,0.509917859523271
12517.0,3,0.5403722131365442
12518.0,3,0.7520154062634469
12519.0,3,0.7046880897187134
12520.0,3,0.35544170916852896
12521.0,0,0.45434934753201073
12522.0,3,0.7835746126901714
12523.0,0,0.5320049267917843
12524.0,3,0.3576672947448848
12526.0,3,0.7310151648087694
12527.0,0,0.25183907453366233
12528.0,0,0.43862388607711056
12530.0,2,0.4522901718275969
12531.0,3,0.925169997034202
12532.0,4,0.851197488353945
12534.0,0,0.4856717852477124
12535.0,0,0.4722196098930093
12536.0,3,0.7250532745414185
12538.0,3,0.8559395234122652
12539.0,0,0.29040479036313926
12540.0,3,0.4800898799481416
12541.0,3,0.5432220735839086
12544.0,4,0.8232919154257804
12545.0,0,0.37342223402929137
12546.0,3,0.6945753493478594
12547.0,0,0.24198544432377905
12548.0,0,0.39984965434484737
12550.0,0,0.6483443410015098
12551.0,2,0.1376097727196054
12552.0,0,0.8054226126663359
12553.0,2,0.45323492359232964
12556.0,1,0.5805708168051473
12557.0,2,0.37673095265461737
12558.0,3,0.9618575762732245
12559.0,0,0.17036983293701347
12560.0,0,0.5948088706630975
12561.0,0,0.18678860095433103
12562.0,2,0.6188997721659605
12564.0,3,0.2358770829857
12565.0,0,0.20189651799465538
12566.0,0,0.6236149164261732
12567.0,3,0.4285107381312157
12569.0,0,0.6341727241402235
12571.0,3,0.6838818947808559
12572.0,0,0.8345726895140059
12573.0,0,0.2849175167382585
12574.0,0,0.17377394345044514
12576.0,1,0.507285001632983
12577.0,4,0.5129187375650459
12578.0,3,0.44409526887806283
12579.0,3,0.6519562778750996
12580.0,3,0.25495539602650996
12581.0,4,0.8051983240180706
12582.0,0,0.23128097666367733
12583.0,3,0.49706637062126047
12584.0,0,0.6208706484002195
12585.0,3,0.1761889191375261
12586.0,0,0.914947228730031
12587.0,2,0.9618575762732245
12588.0,0,0.8096840969833764
12589.0,0,0.7397650778993956
12590.0,0,0.3114032239145977
12591.0,0,0.1728112093909412
12592.0,2,0.4555663635929295
12593.0,2,0.40297490467434294
12594.0,2,0.41627891491656943
12596.0,0,0.48228270701259146
12597.0,4,0.6239347387260455
12598.0,3,0.576798322211304
12599.0,3,0.43812197553185855
12600.0,2,0.4271901155961706
12601.0,0,0.23648945042805725
12602.0,3,0.7245371641800644
12603.0,0,0.8898817709880239
12604.0,0,0.3897355579341897
12607.0,3,0.7205231181644058
12609.0,3,0.39155916398954926
12610.0,3,0.6090287233983654
12611.0,3,0.7532686564546568
12612.0,3,0.6666063710952372
12613.0,3,0.5100687097615975
12614.0,3,0.21461943503382513
12615.0,3,0.6872706598641858
12616.0,3,0.4556730018424574
12617.0,4,0.8559395234122652
12618.0,3,0.8898817709880238
12619.0,0,0.6231111900052845
12620.0,3,0.634716328035427
12621.0,3,0.4800529164641904
12622.0,0,0.2771120523885023
